Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","42.4","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2018","2018","6121","Value","3023","Labour force survey","%","42.2","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2019","2019","6121","Value","3023","Labour force survey","%","41.6","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1994","1994","6121","Value","3033","Official estimates","%","67.2","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1995","1995","6121","Value","3033","Official estimates","%","68.4","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1996","1996","6121","Value","3033","Official estimates","%","70.3","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1997","1997","6121","Value","3033","Official estimates","%","69.6","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1998","1998","6121","Value","3033","Official estimates","%","70.8","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1999","1999","6121","Value","3033","Official estimates","%","72.1","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2000","2000","6121","Value","3033","Official estimates","%","71.8","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2001","2001","6121","Value","3033","Official estimates","%","72.2","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2002","2002","6121","Value","3033","Official estimates","%","57.7","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2003","2003","6121","Value","3033","Official estimates","%","58.1","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2004","2004","6121","Value","3033","Official estimates","%","58.5","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2005","2005","6121","Value","3033","Official estimates","%","58.5","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","008","Albania","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2006","2006","6121","Value","3033","Official estimates","%","58","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2001","2001","6121","Value","3023","Labour force survey","%","21.1","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2003","2003","6121","Value","3023","Labour force survey","%","21.1","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2004","2004","6121","Value","3023","Labour force survey","%","20.7","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2011","2011","6121","Value","3023","Labour force survey","%","10.8","X","Figure from international organizations","Nonstandard economic activity: Including K Nonstandard economic activity: Including J Nonstandard economic activity: Including L, N Nonstandard economic activity: Including T-U Nonstandard economic activity: Including P-Q, S, Data reference period: Fourth quarter"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2013","2013","6121","Value","3023","Labour force survey","%","10.6","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2014","2014","6121","Value","3023","Labour force survey","%","8.8","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2015","2015","6121","Value","3023","Labour force survey","%","8.7","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2016","2016","6121","Value","3023","Labour force survey","%","8.3","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2017","2017","6121","Value","3023","Labour force survey","%","10.1","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2001","2001","6121","Value","3023","Labour force survey","%","22.5","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2003","2003","6121","Value","3023","Labour force survey","%","22.8","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2004","2004","6121","Value","3023","Labour force survey","%","20.4","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2011","2011","6121","Value","3023","Labour force survey","%","12.3","X","Figure from international organizations","Nonstandard economic activity: Including K Nonstandard economic activity: Including J Nonstandard economic activity: Including L, N Nonstandard economic activity: Including T-U Nonstandard economic activity: Including P-Q, S, Data reference period: Fourth quarter"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2013","2013","6121","Value","3023","Labour force survey","%","11.9","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2014","2014","6121","Value","3023","Labour force survey","%","9.9","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2015","2015","6121","Value","3023","Labour force survey","%","10","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2016","2016","6121","Value","3023","Labour force survey","%","9.6","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2017","2017","6121","Value","3023","Labour force survey","%","11.5","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2001","2001","6121","Value","3023","Labour force survey","%","12.5","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2003","2003","6121","Value","3023","Labour force survey","%","11","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2004","2004","6121","Value","3023","Labour force survey","%","22.3","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2011","2011","6121","Value","3023","Labour force survey","%","2.9","X","Figure from international organizations","Nonstandard economic activity: Including K Nonstandard economic activity: Including J Nonstandard economic activity: Including L, N Nonstandard economic activity: Including T-U Nonstandard economic activity: Including P-Q, S, Data reference period: Fourth quarter"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2013","2013","6121","Value","3023","Labour force survey","%","4.4","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2014","2014","6121","Value","3023","Labour force survey","%","3.1","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2015","2015","6121","Value","3023","Labour force survey","%","2.7","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2016","2016","6121","Value","3023","Labour force survey","%","2.7","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","012","Algeria","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2017","2017","6121","Value","3023","Labour force survey","%","4","X","Figure from international organizations","Data reference period: September"
"OEA","Employment Indicators: Agriculture","016","American Samoa","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1990","1990","6121","Value","3035","Population census","%","2.2","X","Figure from international organizations","Data reference period: April Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","016","American Samoa","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2000","2000","6121","Value","3035","Population census","%","3","X","Figure from international organizations","Nonstandard economic activity: Including C, Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","016","American Samoa","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2010","2010","6121","Value","3035","Population census","%","3","X","Figure from international organizations","Nonstandard economic activity: Including C, Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","016","American Samoa","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","1990","1990","6121","Value","3035","Population census","%","3.8","X","Figure from international organizations","Data reference period: April Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","016","American Samoa","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","1990","1990","6121","Value","3035","Population census","%","0","X","Figure from international organizations","Data reference period: April Age coverage - minimum age: 16 years old"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2004","2004","6121","Value","3021","Household income and expenditure survey","%","36.2","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2009","2009","6121","Value","3021","Household income and expenditure survey","%","46.5","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2011","2011","6121","Value","3021","Household income and expenditure survey","%","51.2","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2004","2004","6121","Value","3021","Household income and expenditure survey","%","28.7","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2009","2009","6121","Value","3021","Household income and expenditure survey","%","40.5","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2011","2011","6121","Value","3021","Household income and expenditure survey","%","44.3","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2004","2004","6121","Value","3021","Household income and expenditure survey","%","44.6","X","Figure from international organizations","Break in series: Methodology revised, Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2009","2009","6121","Value","3021","Household income and expenditure survey","%","52.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2011","2011","6121","Value","3021","Household income and expenditure survey","%","58","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","1992","1992","6121","Value","3023","Labour force survey","%","5","X","Figure from international organizations","Geographical coverage: Main city or metropolitan area"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2010","2010","6121","Value","3023","Labour force survey","%","48.3","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2010","2010","6121","Value","3023","Labour force survey","%","40.8","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2010","2010","6121","Value","3023","Labour force survey","%","55.6","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","1","Total","2014","2014","6121","Value","3035","Population census","%","44.4","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","2","Male","2014","2014","6121","Value","3035","Population census","%","35.9","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture","024","Angola","21155","Share of employment in agriculture, forestry and fishing in total employment","3","Female","2014","2014","6121","Value","3035","Population census","%","54.8","X","Figure from international organizations","Repository: ILO-STATISTICS - Micro data processing"
