,Country,Element,Item,Year,Unit,Value,Continent
48,Andorra,Value US$,Gross Domestic Product,2019,millions,3155.151912,Europe
49,Andorra,Value US$,Gross Domestic Product,2020,millions,2890.997547,Europe
50,Andorra,Value US$,Gross Domestic Product,2021,millions,3324.647529,Europe
51,Andorra,Value US$,Gross Domestic Product,2022,millions,3285.254987,Europe
91,Armenia,Value US$,Gross Domestic Product,2010,millions,9875.377779,Europe
92,Armenia,Value US$,Gross Domestic Product,2011,millions,10815.77761,Europe
93,Armenia,Value US$,Gross Domestic Product,2012,millions,10619.32069,Europe
94,Armenia,Value US$,Gross Domestic Product,2013,millions,11121.46443,Europe
95,Armenia,Value US$,Gross Domestic Product,2014,millions,11609.51324,Europe
96,Armenia,Value US$,Gross Domestic Product,2015,millions,10553.33753,Europe
97,Armenia,Value US$,Gross Domestic Product,2016,millions,10546.13624,Europe
98,Armenia,Value US$,Gross Domestic Product,2017,millions,11527.45871,Europe
99,Armenia,Value US$,Gross Domestic Product,2018,millions,12457.94071,Europe
100,Armenia,Value US$,Gross Domestic Product,2019,millions,13619.29055,Europe
101,Armenia,Value US$,Gross Domestic Product,2020,millions,12641.69859,Europe
102,Armenia,Value US$,Gross Domestic Product,2021,millions,13861.41891,Europe
103,Armenia,Value US$,Gross Domestic Product,2022,millions,18449.79109,Europe
117,Austria,Value US$,Gross Domestic Product,2010,millions,391892.7465,Europe
118,Austria,Value US$,Gross Domestic Product,2011,millions,431120.3101,Europe
119,Austria,Value US$,Gross Domestic Product,2012,millions,409425.2342,Europe
120,Austria,Value US$,Gross Domestic Product,2013,millions,430068.713,Europe
121,Austria,Value US$,Gross Domestic Product,2014,millions,441996.1317,Europe
122,Austria,Value US$,Gross Domestic Product,2015,millions,381817.5659,Europe
123,Austria,Value US$,Gross Domestic Product,2016,millions,395568.6443,Europe
124,Austria,Value US$,Gross Domestic Product,2017,millions,417261.1518,Europe
125,Austria,Value US$,Gross Domestic Product,2018,millions,454991.1741,Europe
126,Austria,Value US$,Gross Domestic Product,2019,millions,444621.1761,Europe
127,Austria,Value US$,Gross Domestic Product,2020,millions,435225.238,Europe
128,Austria,Value US$,Gross Domestic Product,2021,millions,480368.4039,Europe
129,Austria,Value US$,Gross Domestic Product,2022,millions,465677.5331,Europe
130,Azerbaijan,Value US$,Gross Domestic Product,2010,millions,52905.99888,Europe
131,Azerbaijan,Value US$,Gross Domestic Product,2011,millions,65952.76395,Europe
132,Azerbaijan,Value US$,Gross Domestic Product,2012,millions,69679.91351,Europe
133,Azerbaijan,Value US$,Gross Domestic Product,2013,millions,74160.55301,Europe
134,Azerbaijan,Value US$,Gross Domestic Product,2014,millions,75239.73749,Europe
135,Azerbaijan,Value US$,Gross Domestic Product,2015,millions,53076.24475,Europe
136,Azerbaijan,Value US$,Gross Domestic Product,2016,millions,37867.00702,Europe
137,Azerbaijan,Value US$,Gross Domestic Product,2017,millions,40866.63205,Europe
138,Azerbaijan,Value US$,Gross Domestic Product,2018,millions,47112.47929,Europe
139,Azerbaijan,Value US$,Gross Domestic Product,2019,millions,48174.23529,Europe
140,Azerbaijan,Value US$,Gross Domestic Product,2020,millions,42693.0,Europe
141,Azerbaijan,Value US$,Gross Domestic Product,2021,millions,54622.17647,Europe
142,Azerbaijan,Value US$,Gross Domestic Product,2022,millions,70383.85175,Europe
156,Bahrain,Value US$,Gross Domestic Product,2010,millions,25713.27128,Asia
157,Bahrain,Value US$,Gross Domestic Product,2011,millions,28776.60946,Asia
158,Bahrain,Value US$,Gross Domestic Product,2012,millions,30749.33253,Asia
159,Bahrain,Value US$,Gross Domestic Product,2013,millions,32539.5575,Asia
160,Bahrain,Value US$,Gross Domestic Product,2014,millions,33387.68617,Asia
161,Bahrain,Value US$,Gross Domestic Product,2015,millions,31050.6383,Asia
162,Bahrain,Value US$,Gross Domestic Product,2016,millions,32235.10638,Asia
163,Bahrain,Value US$,Gross Domestic Product,2017,millions,35473.67021,Asia
164,Bahrain,Value US$,Gross Domestic Product,2018,millions,37801.8617,Asia
165,Bahrain,Value US$,Gross Domestic Product,2019,millions,38653.45745,Asia
166,Bahrain,Value US$,Gross Domestic Product,2020,millions,34723.35106,Asia
167,Bahrain,Value US$,Gross Domestic Product,2021,millions,38868.67021,Asia
168,Bahrain,Value US$,Gross Domestic Product,2022,millions,43545.21277,Asia
169,Bangladesh,Value US$,Gross Domestic Product,2010,millions,123085.0424,Asia
170,Bangladesh,Value US$,Gross Domestic Product,2011,millions,135176.7052,Asia
171,Bangladesh,Value US$,Gross Domestic Product,2012,millions,143650.0931,Asia
172,Bangladesh,Value US$,Gross Domestic Product,2013,millions,174188.7981,Asia
173,Bangladesh,Value US$,Gross Domestic Product,2014,millions,199959.0542,Asia
174,Bangladesh,Value US$,Gross Domestic Product,2015,millions,228784.5162,Asia
175,Bangladesh,Value US$,Gross Domestic Product,2016,millions,263919.3611,Asia
176,Bangladesh,Value US$,Gross Domestic Product,2017,millions,288958.0176,Asia
177,Bangladesh,Value US$,Gross Domestic Product,2018,millions,316205.585,Asia
178,Bangladesh,Value US$,Gross Domestic Product,2019,millions,349473.7307,Asia
179,Bangladesh,Value US$,Gross Domestic Product,2020,millions,373561.6189,Asia
180,Bangladesh,Value US$,Gross Domestic Product,2021,millions,414906.983,Asia
181,Bangladesh,Value US$,Gross Domestic Product,2022,millions,433423.3259,Asia
195,Belarus,Value US$,Gross Domestic Product,2010,millions,57231.90589,Europe
196,Belarus,Value US$,Gross Domestic Product,2011,millions,61762.34255,Europe
197,Belarus,Value US$,Gross Domestic Product,2012,millions,65685.90873,Europe
198,Belarus,Value US$,Gross Domestic Product,2013,millions,75527.53444,Europe
199,Belarus,Value US$,Gross Domestic Product,2014,millions,78813.05053,Europe
200,Belarus,Value US$,Gross Domestic Product,2015,millions,56454.77726,Europe
201,Belarus,Value US$,Gross Domestic Product,2016,millions,47723.54932,Europe
202,Belarus,Value US$,Gross Domestic Product,2017,millions,54725.41881,Europe
203,Belarus,Value US$,Gross Domestic Product,2018,millions,60031.0359,Europe
204,Belarus,Value US$,Gross Domestic Product,2019,millions,64410.16947,Europe
205,Belarus,Value US$,Gross Domestic Product,2020,millions,61371.66843,Europe
206,Belarus,Value US$,Gross Domestic Product,2021,millions,68206.17212,Europe
207,Belarus,Value US$,Gross Domestic Product,2022,millions,74156.35353,Europe
208,Belgium,Value US$,Gross Domestic Product,2010,millions,480951.6295,Europe
209,Belgium,Value US$,Gross Domestic Product,2011,millions,522645.5192,Europe
210,Belgium,Value US$,Gross Domestic Product,2012,millions,496181.2603,Europe
211,Belgium,Value US$,Gross Domestic Product,2013,millions,521642.7144,Europe
212,Belgium,Value US$,Gross Domestic Product,2014,millions,534678.0758,Europe
213,Belgium,Value US$,Gross Domestic Product,2015,millions,462149.6793,Europe
214,Belgium,Value US$,Gross Domestic Product,2016,millions,475739.5888,Europe
215,Belgium,Value US$,Gross Domestic Product,2017,millions,502764.7206,Europe
216,Belgium,Value US$,Gross Domestic Product,2018,millions,543299.067,Europe
217,Belgium,Value US$,Gross Domestic Product,2019,millions,535830.8767,Europe
218,Belgium,Value US$,Gross Domestic Product,2020,millions,525211.8107,Europe
219,Belgium,Value US$,Gross Domestic Product,2021,millions,594104.1775,Europe
220,Belgium,Value US$,Gross Domestic Product,2022,millions,586506.3511,Europe
247,Bhutan,Value US$,Gross Domestic Product,2010,millions,1547.981484,Asia
248,Bhutan,Value US$,Gross Domestic Product,2011,millions,1777.10067,Asia
249,Bhutan,Value US$,Gross Domestic Product,2012,millions,1781.277015,Asia
250,Bhutan,Value US$,Gross Domestic Product,2013,millions,1756.207129,Asia
251,Bhutan,Value US$,Gross Domestic Product,2014,millions,1907.085589,Asia
252,Bhutan,Value US$,Gross Domestic Product,2015,millions,2003.596258,Asia
253,Bhutan,Value US$,Gross Domestic Product,2016,millions,2158.977045,Asia
254,Bhutan,Value US$,Gross Domestic Product,2017,millions,2450.366316,Asia
255,Bhutan,Value US$,Gross Domestic Product,2018,millions,2446.867538,Asia
256,Bhutan,Value US$,Gross Domestic Product,2019,millions,2535.668984,Asia
257,Bhutan,Value US$,Gross Domestic Product,2020,millions,2315.437338,Asia
258,Bhutan,Value US$,Gross Domestic Product,2021,millions,2381.373513,Asia
259,Bhutan,Value US$,Gross Domestic Product,2022,millions,2546.554547,Asia
260,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2010,millions,17176.3208,Europe
261,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2011,millions,18644.23902,Europe
262,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2012,millions,17226.73626,Europe
263,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2013,millions,18179.10467,Europe
264,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2014,millions,18558.7312,Europe
265,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2015,millions,16211.61837,Europe
266,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2016,millions,16912.95767,Europe
267,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2017,millions,18080.61087,Europe
268,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2018,millions,20183.68819,Europe
269,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2019,millions,20202.63611,Europe
270,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2020,millions,19950.814,Europe
271,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2021,millions,23365.27467,Europe
272,Bosnia and Herzegovina,Value US$,Gross Domestic Product,2022,millions,23626.68766,Europe
299,Bulgaria,Value US$,Gross Domestic Product,2010,millions,50682.3625,Europe
300,Bulgaria,Value US$,Gross Domestic Product,2011,millions,57679.91705,Europe
301,Bulgaria,Value US$,Gross Domestic Product,2012,millions,54299.07033,Europe
302,Bulgaria,Value US$,Gross Domestic Product,2013,millions,55811.38734,Europe
303,Bulgaria,Value US$,Gross Domestic Product,2014,millions,57082.65593,Europe
304,Bulgaria,Value US$,Gross Domestic Product,2015,millions,50782.02222,Europe
305,Bulgaria,Value US$,Gross Domestic Product,2016,millions,53952.63121,Europe
306,Bulgaria,Value US$,Gross Domestic Product,2017,millions,59200.84512,Europe
307,Bulgaria,Value US$,Gross Domestic Product,2018,millions,66361.87986,Europe
308,Bulgaria,Value US$,Gross Domestic Product,2019,millions,68914.21212,Europe
309,Bulgaria,Value US$,Gross Domestic Product,2020,millions,70238.92018,Europe
310,Bulgaria,Value US$,Gross Domestic Product,2021,millions,84057.56527,Europe
311,Bulgaria,Value US$,Gross Domestic Product,2022,millions,84563.45171,Europe
325,Cambodia,Value US$,Gross Domestic Product,2010,millions,11242.27882,Asia
326,Cambodia,Value US$,Gross Domestic Product,2011,millions,12829.54293,Asia
327,Cambodia,Value US$,Gross Domestic Product,2012,millions,14038.38334,Asia
328,Cambodia,Value US$,Gross Domestic Product,2013,millions,15449.62443,Asia
329,Cambodia,Value US$,Gross Domestic Product,2014,millions,16777.80805,Asia
330,Cambodia,Value US$,Gross Domestic Product,2015,millions,18049.95391,Asia
331,Cambodia,Value US$,Gross Domestic Product,2016,millions,20016.75623,Asia
332,Cambodia,Value US$,Gross Domestic Product,2017,millions,22177.20063,Asia
333,Cambodia,Value US$,Gross Domestic Product,2018,millions,24571.75358,Asia
334,Cambodia,Value US$,Gross Domestic Product,2019,millions,27097.96382,Asia
335,Cambodia,Value US$,Gross Domestic Product,2020,millions,25291.25131,Asia
336,Cambodia,Value US$,Gross Domestic Product,2021,millions,26669.49094,Asia
337,Cambodia,Value US$,Gross Domestic Product,2022,millions,29005.6245,Asia
403,China,Value US$,Gross Domestic Product,2010,millions,6344068.42117,Asia
404,China,Value US$,Gross Domestic Product,2011,millions,7836902.03293,Asia
405,China,Value US$,Gross Domestic Product,2012,millions,8838004.95428,Asia
406,China,Value US$,Gross Domestic Product,2013,millions,9897700.34474,Asia
407,China,Value US$,Gross Domestic Product,2014,millions,10821985.89519,Asia
408,China,Value US$,Gross Domestic Product,2015,millions,11416003.51085,Asia
409,China,Value US$,Gross Domestic Product,2016,millions,11599244.24488,Asia
410,China,Value US$,Gross Domestic Product,2017,millions,12702203.97565,Asia
411,China,Value US$,Gross Domestic Product,2018,millions,14311920.91069,Asia
412,China,Value US$,Gross Domestic Product,2019,millions,14698222.238,Asia
413,China,Value US$,Gross Domestic Product,2020,millions,15058259.76174,Asia
414,China,Value US$,Gross Domestic Product,2021,millions,18133209.99788,Asia
415,China,Value US$,Gross Domestic Product,2022,millions,18676569.47681,Asia
468,Croatia,Value US$,Gross Domestic Product,2010,millions,60672.09129,Europe
469,Croatia,Value US$,Gross Domestic Product,2011,millions,63408.3007,Europe
470,Croatia,Value US$,Gross Domestic Product,2012,millions,57369.36029,Europe
471,Croatia,Value US$,Gross Domestic Product,2013,millions,59032.07257,Europe
472,Croatia,Value US$,Gross Domestic Product,2014,millions,58423.97977,Europe
473,Croatia,Value US$,Gross Domestic Product,2015,millions,50242.7878,Europe
474,Croatia,Value US$,Gross Domestic Product,2016,millions,52397.48975,Europe
475,Croatia,Value US$,Gross Domestic Product,2017,millions,56323.84039,Europe
476,Croatia,Value US$,Gross Domestic Product,2018,millions,62316.83811,Europe
477,Croatia,Value US$,Gross Domestic Product,2019,millions,62327.98563,Europe
478,Croatia,Value US$,Gross Domestic Product,2020,millions,57472.01547,Europe
479,Croatia,Value US$,Gross Domestic Product,2021,millions,68955.08887,Europe
480,Croatia,Value US$,Gross Domestic Product,2022,millions,69050.11864,Europe
494,Cyprus,Value US$,Gross Domestic Product,2010,millions,25774.75679,Europe
495,Cyprus,Value US$,Gross Domestic Product,2011,millions,27605.41457,Europe
496,Cyprus,Value US$,Gross Domestic Product,2012,millions,25048.90181,Europe
497,Cyprus,Value US$,Gross Domestic Product,2013,millions,23952.83817,Europe
498,Cyprus,Value US$,Gross Domestic Product,2014,millions,23195.02065,Europe
499,Cyprus,Value US$,Gross Domestic Product,2015,millions,19901.31609,Europe
500,Cyprus,Value US$,Gross Domestic Product,2016,millions,21032.14733,Europe
501,Cyprus,Value US$,Gross Domestic Product,2017,millions,22946.53593,Europe
502,Cyprus,Value US$,Gross Domestic Product,2018,millions,25597.3071,Europe
503,Cyprus,Value US$,Gross Domestic Product,2019,millions,25945.16513,Europe
504,Cyprus,Value US$,Gross Domestic Product,2020,millions,25008.26959,Europe
505,Cyprus,Value US$,Gross Domestic Product,2021,millions,28408.12123,Europe
506,Cyprus,Value US$,Gross Domestic Product,2022,millions,26570.18326,Europe
507,Denmark,Value US$,Gross Domestic Product,2010,millions,321995.2794,Europe
508,Denmark,Value US$,Gross Domestic Product,2011,millions,344003.1376,Europe
509,Denmark,Value US$,Gross Domestic Product,2012,millions,327148.9438,Europe
510,Denmark,Value US$,Gross Domestic Product,2013,millions,343584.3916,Europe
511,Denmark,Value US$,Gross Domestic Product,2014,millions,352993.6316,Europe
512,Denmark,Value US$,Gross Domestic Product,2015,millions,302673.0708,Europe
513,Denmark,Value US$,Gross Domestic Product,2016,millions,313115.9293,Europe
514,Denmark,Value US$,Gross Domestic Product,2017,millions,332121.0638,Europe
515,Denmark,Value US$,Gross Domestic Product,2018,millions,356841.2164,Europe
516,Denmark,Value US$,Gross Domestic Product,2019,millions,346498.738,Europe
517,Denmark,Value US$,Gross Domestic Product,2020,millions,355222.4495,Europe
518,Denmark,Value US$,Gross Domestic Product,2021,millions,398303.2728,Europe
519,Denmark,Value US$,Gross Domestic Product,2022,millions,381488.4026,Europe
624,Estonia,Value US$,Gross Domestic Product,2010,millions,19535.11535,Europe
625,Estonia,Value US$,Gross Domestic Product,2011,millions,23183.61605,Europe
626,Estonia,Value US$,Gross Domestic Product,2012,millions,23020.46678,Europe
627,Estonia,Value US$,Gross Domestic Product,2013,millions,25108.61509,Europe
628,Estonia,Value US$,Gross Domestic Product,2014,millions,26598.65788,Europe
629,Estonia,Value US$,Gross Domestic Product,2015,millions,22881.55819,Europe
630,Estonia,Value US$,Gross Domestic Product,2016,millions,24056.48777,Europe
631,Estonia,Value US$,Gross Domestic Product,2017,millions,26924.3851,Europe
632,Estonia,Value US$,Gross Domestic Product,2018,millions,30624.7202,Europe
633,Estonia,Value US$,Gross Domestic Product,2019,millions,31081.90191,Europe
634,Estonia,Value US$,Gross Domestic Product,2020,millions,31370.39557,Europe
635,Estonia,Value US$,Gross Domestic Product,2021,millions,37191.16615,Europe
636,Estonia,Value US$,Gross Domestic Product,2022,millions,38856.23768,Europe
663,Finland,Value US$,Gross Domestic Product,2010,millions,249181.1905,Europe
664,Finland,Value US$,Gross Domestic Product,2011,millions,275243.6978,Europe
665,Finland,Value US$,Gross Domestic Product,2012,millions,258304.8346,Europe
666,Finland,Value US$,Gross Domestic Product,2013,millions,271285.2806,Europe
667,Finland,Value US$,Gross Domestic Product,2014,millions,274497.2308,Europe
668,Finland,Value US$,Gross Domestic Product,2015,millions,234440.081,Europe
669,Finland,Value US$,Gross Domestic Product,2016,millions,240607.907,Europe
670,Finland,Value US$,Gross Domestic Product,2017,millions,255647.9799,Europe
671,Finland,Value US$,Gross Domestic Product,2018,millions,275708.0018,Europe
672,Finland,Value US$,Gross Domestic Product,2019,millions,268514.917,Europe
673,Finland,Value US$,Gross Domestic Product,2020,millions,271891.7884,Europe
674,Finland,Value US$,Gross Domestic Product,2021,millions,297301.8835,Europe
675,Finland,Value US$,Gross Domestic Product,2022,millions,279987.013,Europe
676,France,Value US$,Gross Domestic Product,2010,millions,2642609.549,Europe
677,France,Value US$,Gross Domestic Product,2011,millions,2861408.17,Europe
678,France,Value US$,Gross Domestic Product,2012,millions,2683825.225,Europe
679,France,Value US$,Gross Domestic Product,2013,millions,2811077.726,Europe
680,France,Value US$,Gross Domestic Product,2014,millions,2852165.761,Europe
681,France,Value US$,Gross Domestic Product,2015,millions,2438207.896,Europe
682,France,Value US$,Gross Domestic Product,2016,millions,2471285.607,Europe
683,France,Value US$,Gross Domestic Product,2017,millions,2595151.045,Europe
684,France,Value US$,Gross Domestic Product,2018,millions,2790956.879,Europe
685,France,Value US$,Gross Domestic Product,2019,millions,2728870.247,Europe
686,France,Value US$,Gross Domestic Product,2020,millions,2639008.702,Europe
687,France,Value US$,Gross Domestic Product,2021,millions,2957879.759,Europe
688,France,Value US$,Gross Domestic Product,2022,millions,2764030.985,Europe
715,Georgia,Value US$,Gross Domestic Product,2010,millions,12243.20209,Europe
716,Georgia,Value US$,Gross Domestic Product,2011,millions,15107.49687,Europe
717,Georgia,Value US$,Gross Domestic Product,2012,millions,16488.83613,Europe
718,Georgia,Value US$,Gross Domestic Product,2013,millions,17190.03748,Europe
719,Georgia,Value US$,Gross Domestic Product,2014,millions,17627.39011,Europe
720,Georgia,Value US$,Gross Domestic Product,2015,millions,14953.67599,Europe
721,Georgia,Value US$,Gross Domestic Product,2016,millions,15141.59862,Europe
722,Georgia,Value US$,Gross Domestic Product,2017,millions,16242.68708,Europe
723,Georgia,Value US$,Gross Domestic Product,2018,millions,17599.58539,Europe
724,Georgia,Value US$,Gross Domestic Product,2019,millions,17476.97647,Europe
725,Georgia,Value US$,Gross Domestic Product,2020,millions,15846.40466,Europe
726,Georgia,Value US$,Gross Domestic Product,2021,millions,18696.41995,Europe
727,Georgia,Value US$,Gross Domestic Product,2022,millions,25203.00391,Europe
728,Germany,Value US$,Gross Domestic Product,2010,millions,3396354.076,Europe
729,Germany,Value US$,Gross Domestic Product,2011,millions,3744408.603,Europe
730,Germany,Value US$,Gross Domestic Product,2012,millions,3527344.944,Europe
731,Germany,Value US$,Gross Domestic Product,2013,millions,3732743.446,Europe
732,Germany,Value US$,Gross Domestic Product,2014,millions,3883920.155,Europe
733,Germany,Value US$,Gross Domestic Product,2015,millions,3356235.704,Europe
734,Germany,Value US$,Gross Domestic Product,2016,millions,3467498.002,Europe
735,Germany,Value US$,Gross Domestic Product,2017,millions,3690849.153,Europe
736,Germany,Value US$,Gross Domestic Product,2018,millions,3974443.355,Europe
737,Germany,Value US$,Gross Domestic Product,2019,millions,3888226.036,Europe
738,Germany,Value US$,Gross Domestic Product,2020,millions,3889668.895,Europe
739,Germany,Value US$,Gross Domestic Product,2021,millions,4259934.912,Europe
740,Germany,Value US$,Gross Domestic Product,2022,millions,4010745.291,Europe
754,Greece,Value US$,Gross Domestic Product,2010,millions,296835.3479,Europe
755,Greece,Value US$,Gross Domestic Product,2011,millions,282625.6151,Europe
756,Greece,Value US$,Gross Domestic Product,2012,millions,242043.1553,Europe
757,Greece,Value US$,Gross Domestic Product,2013,millions,238839.7929,Europe
758,Greece,Value US$,Gross Domestic Product,2014,millions,235144.9561,Europe
759,Greece,Value US$,Gross Domestic Product,2015,millions,195604.8612,Europe
760,Greece,Value US$,Gross Domestic Product,2016,millions,193017.0428,Europe
761,Greece,Value US$,Gross Domestic Product,2017,millions,199844.4184,Europe
762,Greece,Value US$,Gross Domestic Product,2018,millions,212049.4591,Europe
763,Greece,Value US$,Gross Domestic Product,2019,millions,205257.025,Europe
764,Greece,Value US$,Gross Domestic Product,2020,millions,188925.9959,Europe
765,Greece,Value US$,Gross Domestic Product,2021,millions,214873.8798,Europe
766,Greece,Value US$,Gross Domestic Product,2022,millions,220883.9718,Europe
858,Hungary,Value US$,Gross Domestic Product,2010,millions,132175.35,Europe
859,Hungary,Value US$,Gross Domestic Product,2011,millions,141942.2646,Europe
860,Hungary,Value US$,Gross Domestic Product,2012,millions,128814.2793,Europe
861,Hungary,Value US$,Gross Domestic Product,2013,millions,135684.3157,Europe
862,Hungary,Value US$,Gross Domestic Product,2014,millions,141033.8433,Europe
863,Hungary,Value US$,Gross Domestic Product,2015,millions,125174.167,Europe
864,Hungary,Value US$,Gross Domestic Product,2016,millions,128609.8228,Europe
865,Hungary,Value US$,Gross Domestic Product,2017,millions,143112.196,Europe
866,Hungary,Value US$,Gross Domestic Product,2018,millions,160564.629,Europe
867,Hungary,Value US$,Gross Domestic Product,2019,millions,163988.5949,Europe
868,Hungary,Value US$,Gross Domestic Product,2020,millions,157182.0453,Europe
869,Hungary,Value US$,Gross Domestic Product,2021,millions,181848.0222,Europe
870,Hungary,Value US$,Gross Domestic Product,2022,millions,168913.0268,Europe
871,Iceland,Value US$,Gross Domestic Product,2010,millions,13751.16192,Europe
872,Iceland,Value US$,Gross Domestic Product,2011,millions,15221.62293,Europe
873,Iceland,Value US$,Gross Domestic Product,2012,millions,14751.50813,Europe
874,Iceland,Value US$,Gross Domestic Product,2013,millions,16125.06052,Europe
875,Iceland,Value US$,Gross Domestic Product,2014,millions,17867.66218,Europe
876,Iceland,Value US$,Gross Domestic Product,2015,millions,17517.21052,Europe
877,Iceland,Value US$,Gross Domestic Product,2016,millions,20793.16803,Europe
878,Iceland,Value US$,Gross Domestic Product,2017,millions,24728.28518,Europe
879,Iceland,Value US$,Gross Domestic Product,2018,millions,26264.12769,Europe
880,Iceland,Value US$,Gross Domestic Product,2019,millions,24826.10212,Europe
881,Iceland,Value US$,Gross Domestic Product,2020,millions,21694.67481,Europe
882,Iceland,Value US$,Gross Domestic Product,2021,millions,25602.41921,Europe
883,Iceland,Value US$,Gross Domestic Product,2022,millions,27238.34025,Europe
884,India,Value US$,Gross Domestic Product,2010,millions,1669619.795,Asia
885,India,Value US$,Gross Domestic Product,2011,millions,1871918.501,Asia
886,India,Value US$,Gross Domestic Product,2012,millions,1860877.236,Asia
887,India,Value US$,Gross Domestic Product,2013,millions,1917053.696,Asia
888,India,Value US$,Gross Domestic Product,2014,millions,2042939.29,Asia
889,India,Value US$,Gross Domestic Product,2015,millions,2146758.608,Asia
890,India,Value US$,Gross Domestic Product,2016,millions,2290590.969,Asia
891,India,Value US$,Gross Domestic Product,2017,millions,2624329.044,Asia
892,India,Value US$,Gross Domestic Product,2018,millions,2763196.673,Asia
893,India,Value US$,Gross Domestic Product,2019,millions,2850733.4,Asia
894,India,Value US$,Gross Domestic Product,2020,millions,2672203.719,Asia
895,India,Value US$,Gross Domestic Product,2021,millions,3201470.939,Asia
896,India,Value US$,Gross Domestic Product,2022,millions,3477193.198,Asia
897,Indonesia,Value US$,Gross Domestic Product,2010,millions,755094.1576,Asia
898,Indonesia,Value US$,Gross Domestic Product,2011,millions,892969.1045,Asia
899,Indonesia,Value US$,Gross Domestic Product,2012,millions,917869.9134,Asia
900,Indonesia,Value US$,Gross Domestic Product,2013,millions,912524.1367,Asia
901,Indonesia,Value US$,Gross Domestic Product,2014,millions,890814.7555,Asia
902,Indonesia,Value US$,Gross Domestic Product,2015,millions,860854.2327,Asia
903,Indonesia,Value US$,Gross Domestic Product,2016,millions,931877.364,Asia
904,Indonesia,Value US$,Gross Domestic Product,2017,millions,1015618.744,Asia
905,Indonesia,Value US$,Gross Domestic Product,2018,millions,1042271.533,Asia
906,Indonesia,Value US$,Gross Domestic Product,2019,millions,1119099.871,Asia
907,Indonesia,Value US$,Gross Domestic Product,2020,millions,1058688.938,Asia
908,Indonesia,Value US$,Gross Domestic Product,2021,millions,1186092.991,Asia
909,Indonesia,Value US$,Gross Domestic Product,2022,millions,1278662.58,Asia
