,Country,Element,Item,Year,Unit,Value,Continent
90,Bulgaria,Production,Cereals n.e.c.,2012,tonnes,1760.0,Europe
91,Bulgaria,Production,Cereals n.e.c.,2013,tonnes,5963.0,Europe
92,Bulgaria,Production,Cereals n.e.c.,2014,tonnes,217.0,Europe
93,Bulgaria,Production,Cereals n.e.c.,2015,tonnes,1102.0,Europe
94,Bulgaria,Production,Cereals n.e.c.,2016,tonnes,1536.0,Europe
95,Bulgaria,Production,Cereals n.e.c.,2017,tonnes,1902.0,Europe
96,Bulgaria,Production,Cereals n.e.c.,2018,tonnes,6110.0,Europe
97,Bulgaria,Production,Cereals n.e.c.,2019,tonnes,6410.0,Europe
98,Bulgaria,Production,Cereals n.e.c.,2020,tonnes,9670.0,Europe
99,Bulgaria,Production,Cereals n.e.c.,2021,tonnes,6120.0,Europe
124,China,Production,Cereals n.e.c.,2010,tonnes,30421.06,Asia
125,China,Production,Cereals n.e.c.,2011,tonnes,36180.88,Asia
126,China,Production,Cereals n.e.c.,2012,tonnes,39689.91,Asia
127,China,Production,Cereals n.e.c.,2013,tonnes,38091.47,Asia
128,China,Production,Cereals n.e.c.,2014,tonnes,44494.0,Asia
129,China,Production,Cereals n.e.c.,2015,tonnes,44905.99,Asia
130,China,Production,Cereals n.e.c.,2016,tonnes,42499.3,Asia
131,China,Production,Cereals n.e.c.,2017,tonnes,42408.06,Asia
132,China,Production,Cereals n.e.c.,2018,tonnes,46026.93,Asia
133,China,Production,Cereals n.e.c.,2019,tonnes,43647.1,Asia
134,China,Production,Cereals n.e.c.,2020,tonnes,44029.85,Asia
135,China,Production,Cereals n.e.c.,2021,tonnes,44570.37,Asia
159,Croatia,Production,Cereals n.e.c.,2010,tonnes,5627.09,Europe
160,Croatia,Production,Cereals n.e.c.,2011,tonnes,5736.88,Europe
161,Croatia,Production,Cereals n.e.c.,2012,tonnes,5846.67,Europe
162,Croatia,Production,Cereals n.e.c.,2013,tonnes,5952.11,Europe
163,Croatia,Production,Cereals n.e.c.,2014,tonnes,5902.94,Europe
164,Croatia,Production,Cereals n.e.c.,2015,tonnes,4479.0,Europe
165,Croatia,Production,Cereals n.e.c.,2016,tonnes,9170.0,Europe
166,Croatia,Production,Cereals n.e.c.,2017,tonnes,5273.0,Europe
167,Croatia,Production,Cereals n.e.c.,2018,tonnes,780.0,Europe
168,Croatia,Production,Cereals n.e.c.,2019,tonnes,1000.0,Europe
169,Croatia,Production,Cereals n.e.c.,2020,tonnes,1900.0,Europe
170,Croatia,Production,Cereals n.e.c.,2021,tonnes,1710.0,Europe
183,Estonia,Production,Cereals n.e.c.,2018,tonnes,1440.0,Europe
184,Estonia,Production,Cereals n.e.c.,2019,tonnes,1760.0,Europe
185,Estonia,Production,Cereals n.e.c.,2020,tonnes,2890.0,Europe
186,Estonia,Production,Cereals n.e.c.,2021,tonnes,4010.0,Europe
199,Finland,Production,Cereals n.e.c.,2010,tonnes,2447.97,Europe
200,Finland,Production,Cereals n.e.c.,2011,tonnes,3599.37,Europe
201,Finland,Production,Cereals n.e.c.,2012,tonnes,3420.46,Europe
202,Finland,Production,Cereals n.e.c.,2013,tonnes,2978.95,Europe
203,Finland,Production,Cereals n.e.c.,2014,tonnes,2825.78,Europe
204,Finland,Production,Cereals n.e.c.,2015,tonnes,2694.18,Europe
205,Finland,Production,Cereals n.e.c.,2016,tonnes,2670.36,Europe
206,Finland,Production,Cereals n.e.c.,2017,tonnes,3242.54,Europe
207,Finland,Production,Cereals n.e.c.,2019,tonnes,1020.0,Europe
208,Finland,Production,Cereals n.e.c.,2020,tonnes,920.0,Europe
209,Finland,Production,Cereals n.e.c.,2021,tonnes,720.0,Europe
210,France,Production,Cereals n.e.c.,2010,tonnes,135968.4,Europe
211,France,Production,Cereals n.e.c.,2011,tonnes,89275.0,Europe
212,France,Production,Cereals n.e.c.,2012,tonnes,105039.0,Europe
213,France,Production,Cereals n.e.c.,2013,tonnes,154732.0,Europe
214,France,Production,Cereals n.e.c.,2014,tonnes,111249.0,Europe
215,France,Production,Cereals n.e.c.,2015,tonnes,206387.1,Europe
216,France,Production,Cereals n.e.c.,2016,tonnes,166358.2,Europe
217,France,Production,Cereals n.e.c.,2017,tonnes,164209.54,Europe
218,France,Production,Cereals n.e.c.,2018,tonnes,185910.0,Europe
219,France,Production,Cereals n.e.c.,2019,tonnes,226750.0,Europe
220,France,Production,Cereals n.e.c.,2020,tonnes,310090.0,Europe
221,France,Production,Cereals n.e.c.,2021,tonnes,235910.0,Europe
234,Georgia,Production,Cereals n.e.c.,2010,tonnes,5300.0,Europe
235,Georgia,Production,Cereals n.e.c.,2011,tonnes,7000.0,Europe
236,Georgia,Production,Cereals n.e.c.,2012,tonnes,7000.0,Europe
237,Georgia,Production,Cereals n.e.c.,2013,tonnes,7000.0,Europe
238,Georgia,Production,Cereals n.e.c.,2014,tonnes,7000.0,Europe
239,Georgia,Production,Cereals n.e.c.,2015,tonnes,6915.53,Europe
240,Georgia,Production,Cereals n.e.c.,2016,tonnes,6898.72,Europe
241,Georgia,Production,Cereals n.e.c.,2017,tonnes,6899.67,Europe
242,Georgia,Production,Cereals n.e.c.,2018,tonnes,6904.64,Europe
243,Georgia,Production,Cereals n.e.c.,2019,tonnes,6901.01,Europe
244,Georgia,Production,Cereals n.e.c.,2020,tonnes,6901.77,Europe
245,Georgia,Production,Cereals n.e.c.,2021,tonnes,6902.48,Europe
246,Greece,Production,Cereals n.e.c.,2010,tonnes,3869.0,Europe
247,Greece,Production,Cereals n.e.c.,2011,tonnes,4415.0,Europe
248,Greece,Production,Cereals n.e.c.,2012,tonnes,4069.0,Europe
249,Greece,Production,Cereals n.e.c.,2013,tonnes,4320.0,Europe
250,Greece,Production,Cereals n.e.c.,2014,tonnes,4268.0,Europe
251,Greece,Production,Cereals n.e.c.,2015,tonnes,47035.04,Europe
252,Greece,Production,Cereals n.e.c.,2016,tonnes,50227.0,Europe
253,Greece,Production,Cereals n.e.c.,2017,tonnes,45654.0,Europe
254,Greece,Production,Cereals n.e.c.,2018,tonnes,880.0,Europe
255,Greece,Production,Cereals n.e.c.,2019,tonnes,1110.0,Europe
256,Greece,Production,Cereals n.e.c.,2020,tonnes,810.0,Europe
257,Greece,Production,Cereals n.e.c.,2021,tonnes,680.0,Europe
270,Hungary,Production,Cereals n.e.c.,2010,tonnes,1326.0,Europe
271,Hungary,Production,Cereals n.e.c.,2011,tonnes,1373.0,Europe
272,Hungary,Production,Cereals n.e.c.,2012,tonnes,3700.0,Europe
273,Hungary,Production,Cereals n.e.c.,2013,tonnes,4170.0,Europe
274,Hungary,Production,Cereals n.e.c.,2014,tonnes,5640.0,Europe
275,Hungary,Production,Cereals n.e.c.,2015,tonnes,3034.0,Europe
276,Hungary,Production,Cereals n.e.c.,2016,tonnes,12559.0,Europe
277,Hungary,Production,Cereals n.e.c.,2017,tonnes,13055.0,Europe
278,Hungary,Production,Cereals n.e.c.,2018,tonnes,17850.0,Europe
279,Hungary,Production,Cereals n.e.c.,2019,tonnes,22840.0,Europe
280,Hungary,Production,Cereals n.e.c.,2020,tonnes,9250.0,Europe
281,Hungary,Production,Cereals n.e.c.,2021,tonnes,10790.0,Europe
282,Ireland,Production,Cereals n.e.c.,2010,tonnes,2800.0,Europe
283,Ireland,Production,Cereals n.e.c.,2011,tonnes,2300.0,Europe
284,Ireland,Production,Cereals n.e.c.,2012,tonnes,1800.0,Europe
285,Ireland,Production,Cereals n.e.c.,2013,tonnes,1800.0,Europe
286,Ireland,Production,Cereals n.e.c.,2014,tonnes,1313.27,Europe
287,Ireland,Production,Cereals n.e.c.,2015,tonnes,1630.81,Europe
288,Ireland,Production,Cereals n.e.c.,2016,tonnes,1463.33,Europe
289,Ireland,Production,Cereals n.e.c.,2017,tonnes,1478.0,Europe
290,Italy,Production,Cereals n.e.c.,2010,tonnes,75800.0,Europe
291,Italy,Production,Cereals n.e.c.,2011,tonnes,76150.0,Europe
292,Italy,Production,Cereals n.e.c.,2012,tonnes,67405.8,Europe
293,Italy,Production,Cereals n.e.c.,2013,tonnes,116218.4,Europe
294,Italy,Production,Cereals n.e.c.,2014,tonnes,135261.4,Europe
295,Italy,Production,Cereals n.e.c.,2015,tonnes,126698.3,Europe
296,Italy,Production,Cereals n.e.c.,2016,tonnes,91974.6,Europe
297,Italy,Production,Cereals n.e.c.,2017,tonnes,95960.0,Europe
298,Italy,Production,Cereals n.e.c.,2018,tonnes,107340.0,Europe
299,Italy,Production,Cereals n.e.c.,2019,tonnes,106110.0,Europe
300,Italy,Production,Cereals n.e.c.,2020,tonnes,109840.0,Europe
301,Italy,Production,Cereals n.e.c.,2021,tonnes,96250.0,Europe
302,Kazakhstan,Production,Cereals n.e.c.,2010,tonnes,110026.0,Asia
303,Kazakhstan,Production,Cereals n.e.c.,2011,tonnes,304106.69,Asia
304,Kazakhstan,Production,Cereals n.e.c.,2012,tonnes,338927.18,Asia
305,Kazakhstan,Production,Cereals n.e.c.,2013,tonnes,277005.2,Asia
306,Kazakhstan,Production,Cereals n.e.c.,2014,tonnes,300087.46,Asia
307,Kazakhstan,Production,Cereals n.e.c.,2015,tonnes,646000.0,Asia
308,Kazakhstan,Production,Cereals n.e.c.,2016,tonnes,448394.0,Asia
309,Kazakhstan,Production,Cereals n.e.c.,2017,tonnes,260780.0,Asia
310,Kazakhstan,Production,Cereals n.e.c.,2018,tonnes,245591.0,Asia
311,Kazakhstan,Production,Cereals n.e.c.,2019,tonnes,380198.77,Asia
312,Kazakhstan,Production,Cereals n.e.c.,2020,tonnes,399433.62,Asia
313,Kazakhstan,Production,Cereals n.e.c.,2021,tonnes,412227.01,Asia
314,Latvia,Production,Cereals n.e.c.,2010,tonnes,0.0,Europe
315,Latvia,Production,Cereals n.e.c.,2011,tonnes,0.0,Europe
316,Latvia,Production,Cereals n.e.c.,2012,tonnes,0.0,Europe
317,Latvia,Production,Cereals n.e.c.,2013,tonnes,0.0,Europe
318,Latvia,Production,Cereals n.e.c.,2014,tonnes,0.0,Europe
319,Latvia,Production,Cereals n.e.c.,2015,tonnes,0.0,Europe
320,Latvia,Production,Cereals n.e.c.,2016,tonnes,0.0,Europe
321,Latvia,Production,Cereals n.e.c.,2017,tonnes,0.0,Europe
322,Latvia,Production,Cereals n.e.c.,2018,tonnes,25300.0,Europe
323,Latvia,Production,Cereals n.e.c.,2019,tonnes,13500.0,Europe
324,Latvia,Production,Cereals n.e.c.,2020,tonnes,16800.0,Europe
325,Latvia,Production,Cereals n.e.c.,2021,tonnes,14300.0,Europe
326,Lithuania,Production,Cereals n.e.c.,2010,tonnes,900.0,Europe
327,Lithuania,Production,Cereals n.e.c.,2011,tonnes,1400.0,Europe
328,Lithuania,Production,Cereals n.e.c.,2012,tonnes,1500.0,Europe
329,Lithuania,Production,Cereals n.e.c.,2013,tonnes,1300.0,Europe
330,Lithuania,Production,Cereals n.e.c.,2014,tonnes,1200.0,Europe
331,Lithuania,Production,Cereals n.e.c.,2015,tonnes,206.0,Europe
332,Lithuania,Production,Cereals n.e.c.,2016,tonnes,101.0,Europe
333,Lithuania,Production,Cereals n.e.c.,2017,tonnes,73.0,Europe
334,Lithuania,Production,Cereals n.e.c.,2018,tonnes,53540.0,Europe
335,Lithuania,Production,Cereals n.e.c.,2019,tonnes,30840.0,Europe
336,Lithuania,Production,Cereals n.e.c.,2020,tonnes,37650.0,Europe
337,Lithuania,Production,Cereals n.e.c.,2021,tonnes,32660.0,Europe
338,Luxembourg,Production,Cereals n.e.c.,2010,tonnes,246.0,Europe
339,Luxembourg,Production,Cereals n.e.c.,2011,tonnes,233.0,Europe
340,Luxembourg,Production,Cereals n.e.c.,2012,tonnes,212.0,Europe
341,Luxembourg,Production,Cereals n.e.c.,2013,tonnes,166.0,Europe
342,Luxembourg,Production,Cereals n.e.c.,2014,tonnes,151.0,Europe
343,Luxembourg,Production,Cereals n.e.c.,2015,tonnes,357.0,Europe
344,Luxembourg,Production,Cereals n.e.c.,2016,tonnes,594.0,Europe
345,Luxembourg,Production,Cereals n.e.c.,2017,tonnes,590.0,Europe
346,Luxembourg,Production,Cereals n.e.c.,2018,tonnes,950.0,Europe
347,Luxembourg,Production,Cereals n.e.c.,2019,tonnes,750.0,Europe
348,Luxembourg,Production,Cereals n.e.c.,2020,tonnes,300.0,Europe
349,Luxembourg,Production,Cereals n.e.c.,2021,tonnes,210.0,Europe
374,Malta,Production,Cereals n.e.c.,2018,tonnes,0.0,Europe
375,Malta,Production,Cereals n.e.c.,2019,tonnes,0.0,Europe
376,Malta,Production,Cereals n.e.c.,2020,tonnes,0.0,Europe
377,Malta,Production,Cereals n.e.c.,2021,tonnes,0.0,Europe
390,Mongolia,Production,Cereals n.e.c.,2010,tonnes,935.0,Asia
391,Mongolia,Production,Cereals n.e.c.,2011,tonnes,1459.0,Asia
392,Mongolia,Production,Cereals n.e.c.,2012,tonnes,2196.0,Asia
393,Mongolia,Production,Cereals n.e.c.,2013,tonnes,4147.0,Asia
394,Mongolia,Production,Cereals n.e.c.,2014,tonnes,3354.0,Asia
395,Mongolia,Production,Cereals n.e.c.,2015,tonnes,6759.0,Asia
396,Mongolia,Production,Cereals n.e.c.,2016,tonnes,2031.3,Asia
397,Mongolia,Production,Cereals n.e.c.,2017,tonnes,1549.22,Asia
398,Mongolia,Production,Cereals n.e.c.,2018,tonnes,5407.89,Asia
399,Mongolia,Production,Cereals n.e.c.,2019,tonnes,6116.21,Asia
400,Mongolia,Production,Cereals n.e.c.,2020,tonnes,4357.68,Asia
401,Mongolia,Production,Cereals n.e.c.,2021,tonnes,3386.9,Asia
438,Oman,Production,Cereals n.e.c.,2010,tonnes,1337.4,Asia
439,Oman,Production,Cereals n.e.c.,2011,tonnes,1343.7,Asia
440,Oman,Production,Cereals n.e.c.,2012,tonnes,1300.0,Asia
441,Oman,Production,Cereals n.e.c.,2013,tonnes,1400.0,Asia
442,Oman,Production,Cereals n.e.c.,2014,tonnes,1410.49,Asia
443,Oman,Production,Cereals n.e.c.,2015,tonnes,1350.34,Asia
444,Oman,Production,Cereals n.e.c.,2016,tonnes,1386.94,Asia
445,Oman,Production,Cereals n.e.c.,2017,tonnes,1395.78,Asia
446,Oman,Production,Cereals n.e.c.,2018,tonnes,1394.26,Asia
447,Oman,Production,Cereals n.e.c.,2019,tonnes,1400.81,Asia
448,Oman,Production,Cereals n.e.c.,2020,tonnes,1406.75,Asia
449,Oman,Production,Cereals n.e.c.,2021,tonnes,1412.72,Asia
462,Poland,Production,Cereals n.e.c.,2010,tonnes,29560.0,Europe
463,Poland,Production,Cereals n.e.c.,2011,tonnes,10812.0,Europe
464,Poland,Production,Cereals n.e.c.,2012,tonnes,7788.0,Europe
465,Poland,Production,Cereals n.e.c.,2013,tonnes,18608.0,Europe
466,Poland,Production,Cereals n.e.c.,2014,tonnes,17876.0,Europe
467,Poland,Production,Cereals n.e.c.,2015,tonnes,6619.0,Europe
468,Poland,Production,Cereals n.e.c.,2016,tonnes,2539.0,Europe
469,Poland,Production,Cereals n.e.c.,2017,tonnes,3022.0,Europe
470,Poland,Production,Cereals n.e.c.,2018,tonnes,120770.0,Europe
471,Poland,Production,Cereals n.e.c.,2019,tonnes,117530.0,Europe
472,Poland,Production,Cereals n.e.c.,2020,tonnes,169700.0,Europe
473,Poland,Production,Cereals n.e.c.,2021,tonnes,181750.0,Europe
474,Portugal,Production,Cereals n.e.c.,2018,tonnes,3100.0,Europe
475,Portugal,Production,Cereals n.e.c.,2019,tonnes,1660.0,Europe
476,Portugal,Production,Cereals n.e.c.,2020,tonnes,1540.0,Europe
477,Portugal,Production,Cereals n.e.c.,2021,tonnes,1480.0,Europe
478,Qatar,Production,Cereals n.e.c.,2010,tonnes,52.0,Asia
479,Qatar,Production,Cereals n.e.c.,2011,tonnes,9.0,Asia
480,Qatar,Production,Cereals n.e.c.,2012,tonnes,119.0,Asia
481,Qatar,Production,Cereals n.e.c.,2013,tonnes,361.0,Asia
482,Qatar,Production,Cereals n.e.c.,2014,tonnes,15.0,Asia
483,Qatar,Production,Cereals n.e.c.,2015,tonnes,48.6,Asia
484,Qatar,Production,Cereals n.e.c.,2016,tonnes,125.4,Asia
485,Qatar,Production,Cereals n.e.c.,2017,tonnes,121.0,Asia
486,Qatar,Production,Cereals n.e.c.,2018,tonnes,190.0,Asia
487,Qatar,Production,Cereals n.e.c.,2019,tonnes,162.0,Asia
488,Qatar,Production,Cereals n.e.c.,2020,tonnes,288.0,Asia
489,Qatar,Production,Cereals n.e.c.,2021,tonnes,129.0,Asia
490,Romania,Production,Cereals n.e.c.,2010,tonnes,5878.0,Europe
491,Romania,Production,Cereals n.e.c.,2011,tonnes,6293.0,Europe
492,Romania,Production,Cereals n.e.c.,2012,tonnes,7169.0,Europe
493,Romania,Production,Cereals n.e.c.,2013,tonnes,6264.0,Europe
494,Romania,Production,Cereals n.e.c.,2014,tonnes,6951.0,Europe
495,Romania,Production,Cereals n.e.c.,2015,tonnes,3784.0,Europe
496,Romania,Production,Cereals n.e.c.,2016,tonnes,7365.0,Europe
497,Romania,Production,Cereals n.e.c.,2017,tonnes,6016.0,Europe
498,Romania,Production,Cereals n.e.c.,2018,tonnes,5490.0,Europe
499,Romania,Production,Cereals n.e.c.,2019,tonnes,1400.0,Europe
500,Romania,Production,Cereals n.e.c.,2020,tonnes,1390.0,Europe
501,Romania,Production,Cereals n.e.c.,2021,tonnes,2730.0,Europe
502,Russian Federation,Production,Cereals n.e.c.,2010,tonnes,30031.41,Asia
503,Russian Federation,Production,Cereals n.e.c.,2011,tonnes,20750.18,Asia
504,Russian Federation,Production,Cereals n.e.c.,2012,tonnes,18926.66,Asia
505,Russian Federation,Production,Cereals n.e.c.,2013,tonnes,17522.67,Asia
506,Russian Federation,Production,Cereals n.e.c.,2014,tonnes,16459.36,Asia
507,Russian Federation,Production,Cereals n.e.c.,2015,tonnes,15388.24,Asia
508,Russian Federation,Production,Cereals n.e.c.,2016,tonnes,16130.48,Asia
509,Russian Federation,Production,Cereals n.e.c.,2017,tonnes,18155.67,Asia
510,Russian Federation,Production,Cereals n.e.c.,2018,tonnes,19651.57,Asia
511,Russian Federation,Production,Cereals n.e.c.,2019,tonnes,23000.0,Asia
512,Russian Federation,Production,Cereals n.e.c.,2020,tonnes,21005.04,Asia
513,Russian Federation,Production,Cereals n.e.c.,2021,tonnes,16235.01,Asia
526,Serbia,Production,Cereals n.e.c.,2010,tonnes,3000.0,Europe
527,Serbia,Production,Cereals n.e.c.,2011,tonnes,4800.0,Europe
528,Serbia,Production,Cereals n.e.c.,2012,tonnes,7000.0,Europe
529,Serbia,Production,Cereals n.e.c.,2013,tonnes,7000.0,Europe
530,Serbia,Production,Cereals n.e.c.,2014,tonnes,8490.41,Europe
531,Serbia,Production,Cereals n.e.c.,2015,tonnes,10217.0,Europe
532,Serbia,Production,Cereals n.e.c.,2016,tonnes,15181.0,Europe
533,Serbia,Production,Cereals n.e.c.,2017,tonnes,14501.0,Europe
534,Serbia,Production,Cereals n.e.c.,2018,tonnes,10986.0,Europe
535,Serbia,Production,Cereals n.e.c.,2019,tonnes,12537.13,Europe
536,Serbia,Production,Cereals n.e.c.,2020,tonnes,17568.13,Europe
537,Serbia,Production,Cereals n.e.c.,2021,tonnes,12611.0,Europe
550,Slovakia,Production,Cereals n.e.c.,2010,tonnes,250.0,Europe
551,Slovakia,Production,Cereals n.e.c.,2011,tonnes,60.0,Europe
552,Slovakia,Production,Cereals n.e.c.,2012,tonnes,27.0,Europe
553,Slovakia,Production,Cereals n.e.c.,2013,tonnes,19.0,Europe
554,Slovakia,Production,Cereals n.e.c.,2014,tonnes,120.0,Europe
555,Slovakia,Production,Cereals n.e.c.,2015,tonnes,15.0,Europe
556,Slovakia,Production,Cereals n.e.c.,2016,tonnes,158.0,Europe
557,Slovakia,Production,Cereals n.e.c.,2017,tonnes,342.0,Europe
558,Slovakia,Production,Cereals n.e.c.,2018,tonnes,1880.0,Europe
559,Slovakia,Production,Cereals n.e.c.,2019,tonnes,1840.0,Europe
560,Slovakia,Production,Cereals n.e.c.,2020,tonnes,1750.0,Europe
561,Slovakia,Production,Cereals n.e.c.,2021,tonnes,2020.0,Europe
562,Slovenia,Production,Cereals n.e.c.,2010,tonnes,545.0,Europe
563,Slovenia,Production,Cereals n.e.c.,2011,tonnes,849.0,Europe
564,Slovenia,Production,Cereals n.e.c.,2012,tonnes,989.0,Europe
565,Slovenia,Production,Cereals n.e.c.,2013,tonnes,1166.0,Europe
566,Slovenia,Production,Cereals n.e.c.,2014,tonnes,2171.0,Europe
567,Slovenia,Production,Cereals n.e.c.,2015,tonnes,1254.0,Europe
568,Slovenia,Production,Cereals n.e.c.,2016,tonnes,840.0,Europe
569,Slovenia,Production,Cereals n.e.c.,2017,tonnes,671.0,Europe
570,Slovenia,Production,Cereals n.e.c.,2018,tonnes,4710.0,Europe
571,Slovenia,Production,Cereals n.e.c.,2019,tonnes,3690.0,Europe
572,Slovenia,Production,Cereals n.e.c.,2020,tonnes,4310.0,Europe
573,Slovenia,Production,Cereals n.e.c.,2021,tonnes,4570.0,Europe
586,Spain,Production,Cereals n.e.c.,2010,tonnes,53212.0,Europe
587,Spain,Production,Cereals n.e.c.,2011,tonnes,56702.0,Europe
588,Spain,Production,Cereals n.e.c.,2012,tonnes,49661.0,Europe
589,Spain,Production,Cereals n.e.c.,2013,tonnes,68101.0,Europe
590,Spain,Production,Cereals n.e.c.,2014,tonnes,41349.72,Europe
591,Spain,Production,Cereals n.e.c.,2015,tonnes,36758.35,Europe
592,Spain,Production,Cereals n.e.c.,2016,tonnes,15412.0,Europe
593,Spain,Production,Cereals n.e.c.,2017,tonnes,4284.0,Europe
594,Spain,Production,Cereals n.e.c.,2018,tonnes,17650.0,Europe
595,Spain,Production,Cereals n.e.c.,2019,tonnes,25850.0,Europe
596,Spain,Production,Cereals n.e.c.,2020,tonnes,31750.0,Europe
597,Spain,Production,Cereals n.e.c.,2021,tonnes,27860.0,Europe
598,Switzerland,Production,Cereals n.e.c.,2010,tonnes,418.0,Europe
599,Switzerland,Production,Cereals n.e.c.,2011,tonnes,386.67,Europe
600,Switzerland,Production,Cereals n.e.c.,2012,tonnes,345.46,Europe
601,Switzerland,Production,Cereals n.e.c.,2013,tonnes,273.65,Europe
602,Switzerland,Production,Cereals n.e.c.,2014,tonnes,239.67,Europe
603,Switzerland,Production,Cereals n.e.c.,2015,tonnes,189.14,Europe
604,Switzerland,Production,Cereals n.e.c.,2016,tonnes,82.0,Europe
