ID;airport_name;city;country;IATA;ICAO;latitude;longitude;altitude;timezone;DST;tz_database_timezone;type;source;flights_planned;flights_cancelled;flights_delayed;delay_duration
4149;Xuzhou Guanyin Airport;Xuzhou;China;XUZ;ZSXZ;34.059056;117.555278;0;8;U;Asia/Shanghai;airport;OurAirports;20;0;1;183.0
4295;Ratanakiri Airport;Ratanakiri;Cambodia;RBE;VDRK;13.729999542236328;106.98699951171875;0;7;U;Asia/Phnom_Penh;airport;OurAirports;50;0;6;38.0
4302;Jieyang Chaoshan International Airport;Shantou;China;SWA;ZGOW;23.552;116.5033;0;8;U;Asia/Shanghai;airport;OurAirports;27;1;7;26.0
4308;Dunhuang Airport;Dunhuang;China;DNH;ZLDH;40.16109848022461;94.80919647216797;0;8;U;Asia/Shanghai;airport;OurAirports;27;0;3;66.0
4351;Oslo, Fornebu Airport;Oslo;Norway;FBU;ENFB;59.89580154418945;10.617199897766113;0;1;E;Europe/Oslo;airport;OurAirports;32;1;6;33.0
5404;Uru Harbour Airport;Atoifi;Solomon Islands;ATD;AGAT;-8.87333;161.011002;0;11;U;Pacific/Guadalcanal;airport;OurAirports;58;0;6;33.0
5407;Fera/Maringe Airport;Fera Island;Solomon Islands;FRE;AGGF;-8.1075;159.576996;0;11;U;Pacific/Guadalcanal;airport;OurAirports;30;0;5;70.0
5408;Babanakira Airport;Mbambanakira;Solomon Islands;MBU;AGGI;-9.7475004196167;159.83900451660156;0;11;U;Pacific/Guadalcanal;airport;OurAirports;30;0;23;41.0
5413;Mono Airport;Stirling Island;Solomon Islands;MNY;AGGO;-7.416940212249756;155.56500244140625;0;11;U;Pacific/Guadalcanal;airport;OurAirports;33;0;17;34.0
5414;Rennell/Tingoa Airport;Rennell Island;Solomon Islands;RNL;AGGR;-11.533900260925293;160.06300354003906;0;11;U;Pacific/Guadalcanal;airport;OurAirports;55;0;9;36.0
5415;Marau Airport;Marau;Solomon Islands;RUS;AGGU;-9.861669540409999;160.824996948;0;11;U;Pacific/Guadalcanal;airport;OurAirports;28;0;10;32.0
5416;Suavanao Airport;Suavanao;Solomon Islands;VAO;AGGV;-7.585559844970703;158.7310028076172;0;11;U;Pacific/Guadalcanal;airport;OurAirports;22;0;4;23.0
5418;Ramata Airport;Ramata;Solomon Islands;RBV;AGRM;-8.168060302734375;157.64300537109375;0;11;U;Pacific/Guadalcanal;airport;OurAirports;93;0;5;40.0
5500;Vancouver Harbour Water Aerodrome;Vancouver;Canada;CXH;CYHC;49.2943992615;-123.111000061;0;-8;A;America/Vancouver;airport;OurAirports;25;0;2;18.0
5626;Mampikony Airport;Mampikony;Madagascar;WMP;FMNP;-16.0722693402;47.644164562200004;0;3;U;Indian/Antananarivo;airport;OurAirports;94;1;5;34.0
5793;Corvo Airport;Corvo;Portugal;CVU;LPCR;39.671501;-31.1136;0;-1;E;Atlantic/Azores;airport;OurAirports;19;0;3;24.0
5860;Nassau Paradise Island Airport;Nassau;Bahamas;PID;MYPI;25.08300018310547;-77.30000305175781;0;-5;U;America/Nassau;airport;OurAirports;109;0;4;97.0
5863;Manihiki Island Airport;Manihiki Island;Cook Islands;MHX;NCMH;-10.376700401306152;-161.0019989013672;0;-10;U;Pacific/Rarotonga;airport;OurAirports;22;0;6;52.0
5870;Mana Island Airport;Mana Island;Fiji;MNF;NFMA;-17.6730995178;177.098007202;0;12;U;Pacific/Fiji;airport;OurAirports;94;0;40;46.0
5887;Maota Airport;Savaii Island;Samoa;MXS;NSMA;-13.742300033569336;-172.25799560546875;0;13;U;Pacific/Apia;airport;OurAirports;42;1;10;43.0
6010;Cuyo Airport;Cuyo;Philippines;CYU;RPLO;10.858099937438965;121.06900024414062;0;8;N;Asia/Manila;airport;OurAirports;100;0;28;57.0
6099;Okhotsk Airport;Okhotsk;Russia;OHO;UHOO;59.410064697265625;143.05650329589844;0;10;N;Asia/Vladivostok;airport;OurAirports;67;1;17;42.0
6134;Akutan Seaplane Base;Akutan;United States;KQA;KQA;54.1337704415;-165.778895617;0;-9;A;America/Anchorage;airport;OurAirports;74;0;15;31.0
6263;Darnley Island Airport;Darnley Island;Australia;NLF;YDNI;-9.583330154418945;143.76699829101562;0;10;O;Australia/Brisbane;airport;OurAirports;55;0;11;58.0
6292;Mabuiag Island Airport;Mabuiag Island;Australia;UBB;YMAA;-9.949999809265137;142.18299865722656;0;10;O;Australia/Brisbane;airport;OurAirports;72;0;7;32.0
6340;Yam Island Airport;Yam Island;Australia;XMY;YYMI;-9.90110969543457;142.7760009765625;0;10;O;Australia/Brisbane;airport;OurAirports;94;2;16;36.0
6341;Beijing Nanyuan Airport;Beijing;China;NAY;ZBNY;39.782798767089844;116.38800048828125;0;8;U;Asia/Shanghai;airport;OurAirports;87;0;12;39.0
6342;Chifeng Airport;Chifeng;China;CIF;ZBCF;42.23500061035156;118.90799713134766;0;8;U;Asia/Shanghai;airport;OurAirports;90;0;5;35.0
6343;Changzhi Airport;Changzhi;China;CIH;ZBCZ;36.247501;113.125999;0;8;U;Asia/Shanghai;airport;OurAirports;92;0;13;55.0
6349;Ulanhot Airport;Ulanhot;China;HLH;ZBUL;46.195333;122.008333;0;8;U;Asia/Shanghai;airport;OurAirports;93;0;7;44.0
6350;Xilinhot Airport;Xilinhot;China;XIL;ZBXH;43.91559982299805;115.96399688720703;0;8;U;Asia/Shanghai;airport;OurAirports;79;0;11;62.0
6351;Beihai Airport;Beihai;China;BHY;ZGBH;21.5394;109.293999;0;8;U;Asia/Shanghai;airport;OurAirports;90;0;18;30.0
6354;Meixian Airport;Meixian;China;MXZ;ZGMX;24.350000381469727;116.13300323486328;0;8;U;Asia/Shanghai;airport;OurAirports;103;2;18;32.0
6360;Xiangyang Liuji Airport;Xiangfan;China;XFN;ZHXF;32.1506;112.291;0;8;U;Asia/Shanghai;airport;OurAirports;79;0;14;39.0
6364;Hanzhong Chenggu Airport;Hanzhong;China;HZG;ZLHZ;33.134136;107.206014;0;8;U;Asia/Shanghai;airport;OurAirports;84;0;16;33.0
6365;Qingyang Airport;Qingyang;China;IQN;ZLQY;35.799702;107.602997;0;8;U;Asia/Shanghai;airport;OurAirports;74;0;9;46.0
6368;Yulin Yuyang Airport;Yulin;China;UYN;ZLYL;38.35971;109.590927;0;8;U;Asia/Shanghai;airport;OurAirports;18;0;2;29.0
6377;Pu'er Simao Airport;Simao;China;SYM;ZPSM;22.793301;100.959;0;8;U;Asia/Shanghai;airport;OurAirports;86;0;13;43.0
6378;Zhaotong Airport;Zhaotong;China;ZAT;ZPZT;27.325599670410156;103.75499725341797;0;8;U;Asia/Shanghai;airport;OurAirports;10;0;0;
6381;Jiujiang Lushan Airport;Jiujiang;China;JIU;ZSJJ;29.476944;115.801111;0;8;U;Asia/Shanghai;airport;OurAirports;75;0;6;23.0
6382;Quzhou Airport;Quzhou;China;JUZ;ZSJU;28.965799;118.899002;0;8;U;Asia/Shanghai;airport;OurAirports;103;0;28;32.0
6383;Lianyungang Airport;Lianyungang;China;LYG;ZSLG;34.571667;118.873611;0;8;U;Asia/Shanghai;airport;OurAirports;85;0;5;88.0
6384;Huangyan Luqiao Airport;Huangyan;China;HYN;ZSLQ;28.56220054626465;121.42900085449219;0;8;U;Asia/Shanghai;airport;OurAirports;19;1;3;43.0
6385;Shubuling Airport;Linyi;China;LYI;ZSLY;35.04610061645508;118.41200256347656;0;8;U;Asia/Shanghai;airport;OurAirports;102;0;19;55.0
6386;Quanzhou Jinjiang International Airport;Quanzhou;China;JJN;ZSQZ;24.7964;118.589996;0;8;U;Asia/Shanghai;airport;OurAirports;123;1;31;43.0
6387;Tunxi International Airport;Huangshan;China;TXN;ZSTX;29.733299255371094;118.25599670410156;0;8;U;Asia/Shanghai;airport;OurAirports;12;0;2;17.0
6388;Weifang Airport;Weifang;China;WEF;ZSWF;36.646702;119.119003;0;8;U;Asia/Shanghai;airport;OurAirports;119;1;35;31.0
6392;Wenzhou Longwan International Airport;Wenzhou;China;WNZ;ZSWZ;27.912201;120.851997;0;8;U;Asia/Shanghai;airport;OurAirports;85;0;22;26.0
6393;Yancheng Airport;Yancheng;China;YNZ;ZSYN;33.425833;120.203056;0;8;U;Asia/Shanghai;airport;OurAirports;36;0;16;36.0
6397;Dachuan Airport;Dazhou;China;DAX;ZUDX;31.1302;107.4295;0;8;U;Asia/Shanghai;airport;OurAirports;11;0;1;67.0
6398;Guangyuan Airport;Guangyuan;China;GYS;ZUGU;32.3911018371582;105.7020034790039;0;8;U;Asia/Shanghai;airport;OurAirports;116;0;36;34.0
6399;Luzhou Airport;Luzhou;China;LZO;ZULZ;28.85219955444336;105.39299774169922;0;8;U;Asia/Shanghai;airport;OurAirports;12;0;0;
6400;Mianyang Airport;Mianyang;China;MIG;ZUMY;31.4281005859375;104.74099731445312;0;8;U;Asia/Shanghai;airport;OurAirports;34;0;12;51.0
6401;Nanchong Airport;Nanchong;China;NAO;ZUNC;30.79545;106.1626;0;8;U;Asia/Shanghai;airport;OurAirports;30;1;5;76.0
6403;Wanxian Airport;Wanxian;China;WXN;ZUWX;30.8017;108.433;0;8;U;Asia/Shanghai;airport;OurAirports;35;0;17;43.0
6405;Qiemo Yudu Airport;Qiemo;China;IQM;ZWCM;38.233611;85.465556;0;8;U;Asia/Shanghai;airport;OurAirports;139;2;49;42.0
6407;Korla Airport;Korla;China;KRL;ZWKL;41.69779968261719;86.12889862060547;0;8;U;Asia/Shanghai;airport;OurAirports;31;0;16;57.0
6408;Karamay Airport;Karamay;China;KRY;ZWKM;45.46655;84.9527;0;8;U;Asia/Shanghai;airport;OurAirports;45;0;24;44.0
6409;Yining Airport;Yining;China;YIN;ZWYN;43.955799;81.330299;0;8;U;Asia/Shanghai;airport;OurAirports;31;0;22;42.0
6412;Jinzhou Airport;Jinzhou;China;JNZ;ZYJZ;41.10139846801758;121.06199645996094;0;8;U;Asia/Shanghai;airport;OurAirports;139;0;33;36.0
6427;Anqing Tianzhushan Airport;Anqing;China;AQG;ZSAQ;30.582199;117.050003;0;8;N;Asia/Shanghai;airport;OurAirports;5;0;1;55.0
6454;Unst Airport;Unst;United Kingdom;UNT;EGPW;60.74720001220703;-0.8538500070571899;0;0;E;Europe/London;airport;OurAirports;81;0;41;34.0
6485;Navoi Airport;Navoi;Uzbekistan;NVI;UTSA;40.1171989440918;65.1707992553711;0;5;E;Asia/Samarkand;airport;OurAirports;38;4;25;46.0
6752;Tacheng Airport;Tacheng;China;TCG;ZWTC;46.67250061035156;83.3407974243164;0;8;U;Asia/Shanghai;airport;OurAirports;32;2;15;76.0
6758;Sege Airport;Sege;Solomon Islands;EGM;AGGS;-8.578889846801758;157.87600708007812;0;11;U;Pacific/Guadalcanal;airport;OurAirports;8;0;3;44.0
6819;Borovaya Airfield;Minsk;Belarus;\N;UMMB;53.9604611;27.6505961;0;3;E;Europe/Minsk;airport;OurAirports;11;2;5;28.0
6860;Bungle Bungle Airport;Bungle Bungle;Australia;\N;YBUU;-17.545299530029297;128.3070068359375;0;8;U;Australia/Perth;airport;OurAirports;33;1;19;50.0
6918;Ringi Cove Airport;Ringi Cove;Solomon Islands;RIN;AGRC;-8.12639045715332;157.14300537109375;0;11;U;Pacific/Guadalcanal;airport;OurAirports;30;0;2;25.0
6963;Tongren Fenghuang Airport;Tongren;China;TEN;ZUTR;27.883333;109.308889;0;8;U;Asia/Shanghai;airport;OurAirports;6;0;1;17.0
7012;Prince Rupert/Seal Cove Seaplane Base;Prince Rupert;Canada;ZSW;CZSW;54.33330154418945;-130.2830047607422;0;-8;A;America/Vancouver;airport;OurAirports;29;0;10;47.0
7027;Interlaken Air Base;Interlaken;Switzerland;ZIN;LSMI;46.6766014;7.8790798;0;1;E;Europe/Zurich;airport;OurAirports;40;1;13;60.0
7052;Xi'an Xiguan Airport;Xi\'AN;China;SIA;ZLSN;34.376701;109.120003;0;8;U;Asia/Shanghai;airport;OurAirports;28;0;9;46.0
7130;Gatton Campus Airport;Gatton;Australia;\N;YGAT;-27.5604060653;152.340459824;0;10;N;Australia/Brisbane;airport;OurAirports;10;0;5;36.0
7135;Angoon Seaplane Base;Angoon;United States;AGN;PAGN;57.503601;-134.585007;0;-9;A;America/Anchorage;airport;OurAirports;28;0;11;35.0
7136;Elfin Cove Seaplane Base;Elfin Cove;United States;ELV;PAEL;58.195201873799995;-136.347000122;0;-9;A;America/Anchorage;airport;OurAirports;46;0;18;79.0
7140;Funter Bay Seaplane Base;Funter Bay;United States;FNR;PANR;58.2543983459;-134.897994995;0;-9;A;America/Anchorage;airport;OurAirports;7;0;3;53.0
7146;Metlakatla Seaplane Base;Metakatla;United States;MTM;PAMM;55.131001;-131.578003;0;-9;A;America/Anchorage;airport;OurAirports;8;0;4;31.0
7148;Hydaburg Seaplane Base;Hydaburg;United States;HYG;PAHY;55.206298828125;-132.8280029296875;0;-9;A;America/Anchorage;airport;OurAirports;26;1;8;35.0
7244;Klawock Seaplane Base;Klawock;United States;\N;PAQC;55.5546989440918;-133.1020050048828;0;-9;A;America/Anchorage;airport;OurAirports;14;4;9;92.0
7268;Nanaimo Harbour Water Airport;Nanaimo;Canada;ZNA;CAC8;49.1833000183;-123.949996948;0;-8;A;America/Vancouver;airport;OurAirports;28;0;9;43.0
7269;Ganges Seaplane Base;Ganges;Canada;YGG;CAX6;48.8545;-123.4969;0;-8;A;America/Vancouver;airport;OurAirports;9;0;6;47.0
7309;Charlotte Amalie Harbor Seaplane Base;Charlotte Amalie;Virgin Islands;SPB;VI22;18.338600158691406;-64.9406967163086;0;-4;A;America/St_Thomas;airport;OurAirports;35;0;19;56.0
7320;Abaiang Airport;Abaiang Atoll;Kiribati;ABF;NGAB;1.798609972000122;173.04100036621094;0;12;U;Pacific/Tarawa;airport;OurAirports;92;0;17;39.0
7327;Apetina Airstrip;Apetina;Suriname;\N;SMPT;3.50278;-55.058791;0;-3;U;America/Paramaribo;airport;OurAirports;45;0;20;54.0
7469;Ak Bashat Airport;Taldykorgan;Kazakhstan;\N;UAAT;42.88958;73.602004;0;6;U;Asia/Bishkek;airport;OurAirports;25;0;3;21.0
7474;Severo-Evensk Airport;Evensk;Russia;\N;UHMW;61.92166519165039;159.22999572753906;0;11;N;Asia/Srednekolymsk;airport;OurAirports;24;0;4;53.0
7476;Saskylakh Airport;Saskylakh;Russia;SYS;UERS;71.92790222168;114.08000183105;0;9;N;Asia/Yakutsk;airport;OurAirports;27;1;7;37.0
7484;Aykhal Airport;Aykhal;Russia;\N;UERA;65.959197998047;111.54650115967;0;9;N;Asia/Yakutsk;airport;OurAirports;82;0;21;40.0
7489;Ciudad Real Central Airport;Ciudad Real;Spain;CQM;LERL;38.8563888889;-3.97;0;1;U;Europe/Madrid;airport;OurAirports;24;0;2;54.0
7558;Ulaangom Airport;Ulaangom;Mongolia;ULO;ZMUG;50.066588;91.938273;0;7;U;Asia/Hovd;airport;OurAirports;30;0;7;41.0
7591;Buariki Airport;Buariki;Kiribati;AAK;NGUK;0.1852779984474182;173.63699340820312;0;10;U;\N;airport;OurAirports;76;0;14;31.0
7592;Kuria Airport;Kuria;Kiribati;KUC;NGKT;0.2186110019683838;173.44200134277344;0;12;U;Pacific/Tarawa;airport;OurAirports;84;0;20;45.0
7593;Arorae Island Airport;Arorae;Kiribati;AIS;NGTR;-2.61611008644104;176.80299377441406;0;12;U;Pacific/Tarawa;airport;OurAirports;27;0;6;153.0
7594;Tamana Island Airport;Tamana;Kiribati;TMN;NGTM;-2.485830068588257;175.97000122070312;0;12;U;Pacific/Tarawa;airport;OurAirports;29;1;3;19.0
7598;Makin Island Airport;Makin;Kiribati;MTK;NGMN;3.3744399547576904;172.99200439453125;0;12;U;Pacific/Tarawa;airport;OurAirports;85;0;11;52.0
7601;Tabiteuea South Airport;Tabiteuea;Kiribati;TSU;NGTS;-1.4744399785995483;175.06399536132812;0;12;U;Pacific/Tarawa;airport;OurAirports;84;0;19;41.0
7617;Choiseul Bay Airport;Choiseul Bay;Solomon Islands;CHY;AGGC;-6.711944;156.396111;0;11;U;Pacific/Guadalcanal;airport;OurAirports;31;1;6;62.0
7768;Cheremshanka Airport;Krasnoyarsk;Russia;\N;UNKM;56.176998138399995;92.5400009155;0;7;N;Asia/Krasnoyarsk;airport;OurAirports;28;0;6;32.0
7782;Penneshaw Airport;Penneshaw;Australia;PEA;YPSH;-35.7558462874;137.962875366;0;9.5;O;Australia/Adelaide;airport;OurAirports;31;3;7;42.0
7800;Skå-Edeby Airport;Essen;Germany;\N;ESSE;59.34510040283203;17.74049949645996;0;1;E;Europe/Stockholm;airport;OurAirports;30;0;5;95.0
7904;Färila Air Base;Farila;Sweden;\N;ESNF;61.897998809814;15.705300331116;0;1;E;Europe/Stockholm;airport;OurAirports;96;0;24;42.0
7909;Sun Island Resort and SPA;South Aari Atoll;Maldives;\N;\N;3.488334;72.862989;0;-3;N;America/Sao_Paulo;airport;OurAirports;30;0;17;64.0
8181;IAR Gimbav Heliport;Brasov;Romania;\N;LRBG;45.686443;25.529058;0;2;E;Europe/Bucharest;airport;OurAirports;18;0;9;51.0
8224;Victoria Airport;Patricia Bay;Canada;\N;CAP5;48.6538920506;-123.450450897;0;-8;A;America/Vancouver;airport;OurAirports;65;1;9;41.0
8405;Glasgow City Heliport;Glasgow;United Kingdom;\N;EGEG;55.86138916015625;-4.2969441413879395;0;0;E;Europe/London;airport;OurAirports;8;0;7;33.0
8472;Yalata Mission Airport;Yalata;Australia;KYI;YYTA;-31.470600128173828;131.8249969482422;0;9.5;O;Australia/Adelaide;airport;OurAirports;37;2;27;101.0
8612;Olten Airport;Olten;Switzerland;\N;LSPO;47.344398498535156;7.889440059661865;0;1;E;Europe/Zurich;airport;OurAirports;9;0;5;63.0
8615;Lodrino Air Base;Lodrino;Switzerland;\N;LSML;46.2958984375;8.992130279541016;0;1;E;Europe/Zurich;airport;OurAirports;62;1;39;103.0
8933;Sortavala Airport;Sortavala;Russia;\N;ULPW;61.73609924316406;30.673599243164062;0;3;N;Europe/Moscow;airport;OurAirports;84;0;11;37.0
8946;Zhytomyr Airport;Zhytomyr;Ukraine;ZTR;UKKV;50.270556;28.738611;0;2;E;Europe/Kiev;airport;OurAirports;31;0;9;50.0
8966;Kratie Airport;Kratie;Cambodia;KTI;VDKT;12.48799991607666;106.05500030517578;0;7;N;Asia/Phnom_Penh;airport;OurAirports;7;3;4;248.0
8972;RAF Brawdy;Brawdy;United Kingdom;\N;EGDA;51.88375;-5.119972;0;0;E;Europe/London;airport;OurAirports;117;0;17;35.0
9002;Menindee Airport;Menindee;Australia;\N;YMED;-32.36669921875;142.40499877929688;0;10;O;Australia/Sydney;airport;OurAirports;150;3;36;52.0
9006;Tilpa Airport;Tilpa;Australia;\N;YTLP;-30.933300018310547;144.41700744628906;0;10;O;Australia/Sydney;airport;OurAirports;17;0;12;46.0
9062;Kodinsk Airport;Kodinsk;Russia;\N;UNKI;58.479400634765625;99.09390258789062;0;7;N;Asia/Krasnoyarsk;airport;OurAirports;10;0;9;25.0
9129;Kangel Danda Airport;Kangel Danda;Nepal;\N;VNKL;27.4106333137;86.6465950012;0;5.75;N;Asia/Katmandu;airport;OurAirports;9;0;1;26.0
9162;Adamovka;Adamovka;Russia;\N;UWOD;51.5;59.936111;0;5;N;Asia/Yekaterinburg;airport;OurAirports;156;5;41;52.0
9163;Kvarkeno;Kvarkeno;Russia;\N;UWOH;52.078333;59.683333;0;5;N;Asia/Yekaterinburg;airport;OurAirports;147;2;45;43.0
9308;Lüliang Airport;Lvliang;China;LLV;ZBLL;37.683333;111.142778;0;8;N;Asia/Shanghai;airport;OurAirports;129;0;30;50.0
9317;Vängsö Airport;Vangso;Sweden;\N;ESSZ;59.10110092163086;17.21109962463379;0;1;E;Europe/Stockholm;airport;OurAirports;111;0;4;69.0
9371;Markovo Airport;Markovo;Russia;KVM;UHMO;64.667;170.417007;0;12;N;Asia/Anadyr;airport;OurAirports;23;1;18;32.0
9749;Bedwell Harbour Seaplane Base;Bedwell Harbour;Canada;YBW;CAB3;48.75;-123.233001709;0;-8;A;America/Vancouver;airport;OurAirports;7;0;5;32.0
9766;Cape Town Waterfort Heliport;Cap Town;South Africa;\N;FADW;0;0;0;2;N;Africa/Johannesburg;airport;OurAirports;33;7;21;203.0
9844;Anshan Air Base;Anshan;China;AOG;ZYAS;41.105301;122.853996;0;8;N;Asia/Shanghai;airport;OurAirports;155;1;64;42.0
9857;Suzhou Guangfu Airport;Suzhou;China;SZV;ZSSZ;31.2631;120.401001;0;8;N;Asia/Shanghai;airport;OurAirports;116;0;24;46.0
10110;Bubaque Airport;Bubaque;Guinea-Bissau;BQE;GGBU;11.297355651855469;-15.838079452514648;0;0;N;\N;airport;OurAirports;7;0;3;32.0
10800;Dongji Aiport;Fuyuan;China;FYJ;ZYFY;48.199494;134.366447;0;8;N;\N;airport;OurAirports;102;1;28;46.0
10937;Liupanshui Yuezhao Airport;Liupanshui;China;LPF;ZUPS;26.609417;104.979;0;8;N;\N;airport;OurAirports;93;0;6;43.0
10942;Hengyang Nanyue Airport;Hengyang;China;HNY;ZGHY;26.9053;112.627998;0;8;N;\N;airport;OurAirports;111;0;63;40.0
11038;Flinders Island Airport;Elliston;Australia;\N;YFLS;-33.730989;134.501;0;9.5;O;\N;airport;OurAirports;155;0;51;42.0
11129;Nordborg Flyveplads;Nordborg;Denmark;\N;EKNB;55.07485;9.753379;0;1;E;\N;airport;OurAirports;97;0;41;53.0
11208;Bumbar Airport;Bumba;Congo (Kinshasa);BMB;FZFU;2.18278;22.481701;0;1;U;\N;airport;OurAirports;150;0;37;40.0
11277;Turtle Island Seaplane Base;Turtle Island;Fiji;TTL;NFUL;-16.966;177.368;0;12;O;\N;airport;OurAirports;110;0;50;41.0
11658;Dulkaninna Airport;Dulkaninna;Australia;DLK;YDLK;-29.0132999420166;138.4810028076172;0;9.5;U;\N;airport;OurAirports;13;0;9;64.0
11700;Siquijor Airport;Siquijor;Philippines;\N;RPVZ;9.214203223190001;123.472251892;0;8;N;\N;airport;OurAirports;100;0;27;34.0
11797;Björkvik Air Base;Björkvik;Sweden;\N;ESKX;58.79079818725586;16.571199417114258;0;\N;\N;\N;airport;OurAirports;133;0;31;51.0
11933;Schroeder's field;Cochrane;Chile;\N;SCHR;35.071718;-91.738801;0;\N;\N;\N;airport;OurAirports;103;4;45;64.0
11951;Chelkar Airport;Chelkar;Kazakhstan;\N;UATR;47.904998779296875;59.619998931884766;0;\N;\N;\N;airport;OurAirports;34;0;17;38.0
11955;Dzhermuk Airport;Dzhermuk;Armenia;\N;UGEJ;39.8240013123;45.673999786399996;0;\N;\N;\N;airport;OurAirports;114;0;38;46.0
11973;Peski Airport;Petrozavodsk;Russia;\N;ULPP;61.83194351196289;34.295555114746094;0;\N;\N;\N;airport;OurAirports;160;0;65;44.0
11974;Baranavichi Air Base;Baranavichi;Belarus;\N;UMMA;53.099998474121094;26.049999237060547;0;\N;\N;\N;airport;OurAirports;140;4;82;47.0
11978;Omsk Severny Airport;Omsk;Russia;\N;UNOS;54.9749984741;73.5550003052;0;\N;\N;\N;airport;OurAirports;82;1;20;42.0
12047;Guangzhou MR Air Base;Guanghua;China;LHK;ZHGH;32.389400482177734;111.69499969482422;0;\N;\N;\N;airport;OurAirports;83;0;10;28.0
12048;Shiyan Wudangshan Airport;Shiyan;China;WDS;ZHSY;32.591667;110.907778;0;\N;\N;\N;airport;OurAirports;108;0;46;47.0
12053;Rugao Air Base;Rugao;China;RUG;ZSRG;32.25788497924805;120.50165557861328;0;\N;\N;\N;airport;OurAirports;61;0;10;47.0
12054;Wuhu Air Base;Wuhu;China;WHU;ZSWU;31.3906;118.408997;0;\N;\N;\N;airport;OurAirports;107;2;52;59.0
12055;Shanshan Airport;Shanshan;China;SXJ;ZWSS;42.91170120239258;90.24749755859375;0;\N;\N;\N;airport;OurAirports;56;0;6;45.0
12056;Yingkou Lanqi Airport;Yingkou;China;YKH;ZYYK;40.542524;122.3586;0;\N;\N;\N;airport;OurAirports;89;1;17;30.0
